,Flag,Company,Ticker,Unnamed: 3,Activist_Group,Start_Date,Hostility_End_Date,Start_Year,Start_Month,Start_Day,Stake_End_Date,Objectives,Hp_Return,Market_Cap_At_Start,Stake_At_Start,Start_Link,News_Search,Start_Date_And_Time,Current_Ticker,First_Affected_Date,Hostility_End_Date.1,End_Year,End_Month,End_Day,Sector,Industry_Name,Outcome,Region_Exchange,Country_Exchange,Country_Incorporation,State_Incorporation,Proxy_Fight_Boolean,Campaign_Status,Activist_Tier,Stake_Value_At_Start,One_Day_Return,One_Year_Return,Follower_Return,Annualized_Hp_Return
2038,225134646,CoreLogic Inc/United States,CLGX TL B 1L USD,CLGX,TIG Advisors LLC,6/11/2020,3/6/2021,2020,2,18,03/06/2021 0:00,3: Sale of Company; Support 3rd Party Activist; Other (Independent board committee should be established),4.799647,5985847800.0,2.95,NSN QJCL6LDWX2PS,NI COMPANY:CLGX@US 'TIG Advisors',Start: 2020-11-06. UTC: 2020-11-06T13:00:53.997Z,CLGX US Equity,06/11/2020 0:00,3/6/2021,2021.0,6.0,3.0,Technology,Technology Services,Success,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Occasional Activist,176582510.1,0.077963,4.799647,4.718007,4.799647
2042,225134646,CoreLogic Inc/United States,CLGX TL B 1L USD,CLGX,Pentwater Capital Management LP,2/11/2020,3/6/2021,2020,2,24,03/06/2021 0:00,5: Support 3rd Party Activist; Sale of Company; Strategic Review; Board Representation; Oppose Merger (Target),4.840516,6119396900.0,2.0,NSN QJ65E0MEQTXL,NI COMPANY:CLGX@US 'Pentwater Capital',Start: 2020-11-02. UTC: 2020-11-02T12:30:00.240Z,CLGX US Equity,02/11/2020 0:00,3/6/2021,2021.0,6.0,3.0,Technology,Technology Services,Success,North America,United States,UNITED STATES OF AMERICA,DE,Proxy Fight,Closed - Activist Stake Sold,Secondary Focus,122387938.0,-0.688938,4.840516,5.567812,4.840516
2062,225134646,ZIOPHARM Oncology Inc,TCRT US,#N/A Field Not Applicable,Watermill Asset Management Corp,16/10/2020 0:00,16/12/2020 0:00,2020,3,12,17/12/2021 0:00,3: Board Representation; Other (fix the size of the Board at seven); Strategic Review,-48.86364,565358500.0,3.3,DOCV /ID 0000921895-20-002619,NI COMPANY:TCRT@US 'Watermill',Start: 2020-10-16. UTC: 2020-10-16T16:49:52.000Z,TCRT US Equity,16/10/2020 0:00,16/12/2020 0:00,2020.0,12.0,16.0,Health Care,Biotech & Pharma,Success,North America,United States,UNITED STATES OF AMERICA,DE,Proxy Fight,Closed - Activist Stake Sold,Occasional Activist,18656830.5,2.651515,-35.98485,-50.1845,-43.633383
2068,225134646,Front Yard Residential Corp,FRONT YARD RESIDENTIAL,#N/A Review,William C Erbey,7/10/2020,11/1/2021,2020,3,17,11/01/2021 0:00,1: Liquidation,75.64935,542823600.0,3.88,NSN QHUTAQ3MMTC0,NI COMPANY:1960363D@US 'William',Start: 2020-10-07. UTC: 2020-10-07T23:01:38.313Z,1960363D US Equity,08/10/2020 0:00,11/1/2021,2021.0,1.0,11.0,Real Estate,REIT,Unsuccessful,North America,United States,UNITED STATES OF AMERICA,MD,No Proxy Fight,Closed - Activist Stake Sold,Occasional Activist,21061555.68,4.220779,75.64935,68.53583,75.64935
2069,225134646,TC PipeLines LP,TCP 4 3/8 03/13/25,TCP,"Steel City Capital, LP",7/10/2020,2/3/2021,2020,3,17,02/03/2021 0:00,1: Oppose Merger (Target),11.12804,2025814700.0,,NSN QHUIUOMEQTXD,NI COMPANY:TCP@US 'Steel City',Start: 2020-10-07. UTC: 2020-10-07T19:16:00.122Z,TCP US Equity,07/10/2020 0:00,2/3/2021,2021.0,3.0,2.0,Energy,Oil & Gas Producers,Success,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Occasional Activist,,2.147131,11.12804,8.792131,11.12804
2073,225134646,Garrett Motion Inc,GTX US,GTX,Cyrus Capital Partners LP,7/10/2020,21/10/2020 0:00,2020,3,18,21/10/2020 0:00,1: Strategic Review,-9.570957,229176900.0,13.5,DOCV /ID 0001193125-20-264969,NI COMPANY:GTX@US 'Cyrus Capital',Start: 2020-10-07. UTC: 2020-10-07T10:03:39.000Z,GTX US Equity,07/10/2020 0:00,21/10/2020 0:00,2020.0,10.0,21.0,Consumer Discretionary,Automotive,Unsuccessful,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Occasional Activist,30938881.5,5.610561,138.6139,-14.375,-9.570957
2075,225134646,Garrett Motion Inc,GTX US,GTX,"Oaktree Capital Group Holdings LP, Centerbridge Partners LP, Sessa Capital IM LP, Cyrus Capital Partners LP, Baupost Group LLC/The, Newtyn Management LLC, Attestor Capital LLP, Hawk Ridge Capital Management LP, Keyframe Capital Partners LP, Honeywell International Inc, Inglesea Capital LLC, FIN Capital Management LLC, Whitebox Advisors LLC, and Benefit Street Partners LLC",6/10/2020,11/1/2021,2020,3,19,03/05/2021 0:00,1: Other (Approve competing restructuring proposal),82.22222,238253200.0,9.23,DOCV /ID 0001193125-20-264162,NI COMPANY:GTX@US 'Oaktree',Start: 2020-10-06. UTC: 2020-10-06T10:02:48.000Z,GTX US Equity,06/10/2020 0:00,11/1/2021,2021.0,1.0,11.0,Consumer Discretionary,Automotive,Success,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Occasional Activist,21990770.36,-3.809524,133.3333,89.43894,82.22222
2079,225134646,Watford Holdings Ltd,1990121D US,WTRE,Enstar Group Ltd,1/10/2020,2/11/2020,2020,3,20,01/07/2021 0:00,2: Acquire Company; Oppose Merger (Target),52.52834,456207300.0,9.1,DOCV /ID 0001363829-20-000194,NI COMPANY:1990121D@US 'Enstar Group',Start: 2020-10-01. UTC: 2020-10-01T13:00:18.000Z,1990121D US Equity,01/10/2020 0:00,2/11/2020,2020.0,11.0,2.0,Financials,Insurance,Partial Success,North America,United States,BERMUDA,,No Proxy Fight,Closed - Activist Stake Sold,Occasional Activist,41514864.3,25.58849,52.52834,21.45089,52.52834
2080,225134646,Garrett Motion Inc,GTX US,GTX,Sessa Capital IM LP,30/09/2020 0:00,21/10/2020 0:00,2020,3,23,21/10/2020 0:00,1: Strategic Review,-3.859649,215562400.0,9.1,DOCV /ID 0001193125-20-258064,NI COMPANY:GTX@US 'Sessa Capital',Start: 2020-09-30. UTC: 2020-09-30T10:02:31.000Z,GTX US Equity,30/09/2020 0:00,21/10/2020 0:00,2020.0,10.0,21.0,Consumer Discretionary,Automotive,Unsuccessful,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Occasional Activist,19616178.4,21.05263,158.5965,-20.57971,-3.859649
2088,225134646,National Holdings Corp,NATIONAL HOLDINGS,#N/A Invalid Security,Dan Asher,17/09/2020 0:00,25/02/2021 0:00,2020,3,30,25/02/2021 0:00,1: Board Representation,51.87383,29071000.0,19.55,DOCV /ID 0000921895-20-002434,NI COMPANY:1878409D@US 'Dan Asher',Start: 2020-09-17. UTC: 2020-09-17T21:22:13.000Z,1878409D US Equity,18/09/2020 0:00,25/02/2021 0:00,2021.0,2.0,25.0,Financials,Institutional Financial Svcs,Unsuccessful,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Occasional Activist,5683380.5,-2.803738,51.87383,56.25481,51.87383
2093,225134646,Nam Tai Property Inc,NTPIF US,#N/A Field Not Applicable,Peter R Kellogg,11/9/2020,11/9/2021,2020,4,1,01/12/2022 0:00,Discussions only,-84.68272,355865900.0,19.08,DOCV /ID 0001104659-20-104479,NI COMPANY:NTPIF@US 'Peter R',Start: 2020-09-11. UTC: 2020-09-11T21:08:26.000Z,NTPIF US Equity,14/09/2020 0:00,11/9/2021,2021.0,9.0,11.0,Real Estate,Real Estate Owners & Developers,Not Applicable,North America,United States,BRITISH VIRGIN,,No Proxy Fight,Closed - Activist Stake Sold,Director/Employee,67899213.72,18.38074,199.8906,-87.061,-57.153048
2113,225134646,Nikola Corp,NIKOLA,#N/A Invalid Security,Inclusive Capital Partners LP,5/8/2020,12/11/2020,2020,4,13,12/11/2020 0:00,Discussions only,-49.6138,14719622000.0,5.6,DOCV /ID 0000902664-20-002873,NI COMPANY:NKLA@US 'Inclusive',Start: 2020-08-05. UTC: 2020-08-05T10:07:53.000Z,NKLA US Equity,05/08/2020 0:00,12/11/2020,2020.0,11.0,12.0,Industrials,Transportation Equipment,Not Applicable,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Core Activist,824298832.0,-9.809475,-73.86715,-44.1336,-49.6138
2114,225134646,TESSCO Technologies Inc,TESS US,TESS,Lakeview Investment Group & Trading Co LLC,5/8/2020,1/6/2022,2020,4,15,14/07/2023 0:00,6: Board Representation; Strategic Review; Sale of Company; Remove Director/Withhold Votes; Acquire Company; Board Control,45.70502,53319300.0,9.7,DOCV /ID 0001104659-20-090454,NI COMPANY:TESS@US 'Lakeview',Start: 2020-08-05. UTC: 2020-08-05T10:05:27.000Z,TESS US Equity,05/08/2020 0:00,1/6/2022,2022.0,6.0,1.0,Technology,Technology Hardware,Partial Success,North America,United States,UNITED STATES OF AMERICA,DE,Proxy Fight,Closed - Activist Stake Sold,Occasional Activist,5171972.1,0.162075,-9.886548,45.46926,13.66029
2115,225134646,Enviva Partners LP,EVA 6 1/2 01/15/26,EVA,Inclusive Capital Partners LP,4/8/2020,29/12/2023 0:00,2020,4,16,29/12/2023 0:00,1: Board Representation,-96.98608,1552985900.0,12.2,DOCV /ID 0000902664-20-002872,NI COMPANY:EVA@US 'Inclusive',Start: 2020-08-04. UTC: 2020-08-04T21:07:42.000Z,EVA US Equity,05/08/2020 0:00,29/12/2023 0:00,2023.0,12.0,29.0,Energy,Renewable Energy,Unsuccessful,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Core Activist,189464279.8,2.406554,53.20677,-97.05692,-64.298555
2117,225134646,Limbach Holdings Inc,LMB US,LMB,Brian Pratt and Blue Wolf Capital Partners LLC,3/8/2020,25/08/2020 0:00,2020,4,16,18/11/2020 0:00,1: Other (Accept investment terms),178.5,31413500.0,19.58,DOCV /ID 0001193125-20-208177,NI COMPANY:LMB@US 'Brian Pratt',Start: 2020-08-03. UTC: 2020-08-03T21:02:19.000Z,LMB US Equity,04/08/2020 0:00,25/08/2020 0:00,2020.0,8.0,25.0,Industrials,Engineering & Construction,Unsuccessful,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Occasional Activist,6150763.3,9.25,120.5,154.9199,178.5
2118,225134646,Luckin Coffee Inc,LKNCY US,LKNCY,Lucky Cup Holdings Limited and Fortune Cup Holdings Limited,3/8/2020,2/9/2020,2020,4,16,11/03/2023 0:00,1: Board Representation,1010.417,607552400.0,10.0,NSN QEHP1D3RXUKG,NI COMPANY:LKNCY@US 'Lucky Cup',Start: 2020-08-03. UTC: 2020-08-03T13:20:01.892Z,LKNCY US Equity,03/08/2020 0:00,2/9/2020,2020.0,9.0,2.0,Consumer Discretionary,Leisure Facilities & Services,Success,North America,United States,CAYMAN ISLANDS,,No Proxy Fight,Closed - Activist Stake Sold,Occasional Activist,44909110.0,0.833333,483.75,1001.24,152.166137
2119,225134646,TESSCO Technologies Inc,TESS US,TESS,Robert Barnhill,3/8/2020,28/07/2022 0:00,2020,4,17,28/07/2022 0:00,3: Social (Diversity on the Board); Board Control; Remove Director/Withhold Votes,-12.01299,53232900.0,18.8,DOCV /ID 0001104659-20-089341,NI COMPANY:TESS@US 'Robert Barnhill',Start: 2020-08-03. UTC: 2020-08-03T12:31:13.000Z,TESS US Equity,03/08/2020 0:00,28/07/2022 0:00,2022.0,7.0,28.0,Technology,Technology Hardware,Partial Success,North America,United States,UNITED STATES OF AMERICA,DE,Proxy Fight,Closed - Activist Stake Sold,Director/Employee,10007785.2,-5.844156,-1.785714,-6.551724,-6.248339
2121,225134646,Medley Capital Corp,MEDLEY CAPITAL,#N/A Invalid Security,Glacier Point Advisors LLC,20/07/2020 0:00,26/02/2021 0:00,2020,4,21,10/11/2021 0:00,5: Board Representation; Realize NAV; Return Capital/Buybacks; Strategic Review; Sale of Company,219.3939,35953000.0,11.06,DOCV /ID 0001085146-20-001824,NI COMPANY:PFX@US 'Glacier',Start: 2020-07-20. UTC: 2020-07-20T18:47:46.000Z,PFX US Equity,20/07/2020 0:00,26/02/2021 0:00,2021.0,2.0,26.0,Financials,Asset Management,Unsuccessful,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Occasional Activist,3976401.8,0.0,206.2121,219.3939,142.718546
2122,225134646,Medley Capital Corp,MEDLEY CAPITAL,#N/A Invalid Security,Howard M Amster,17/07/2020 0:00,21/08/2020 0:00,2020,4,22,24/08/2021 0:00,3: Board Representation; Return Capital/Buybacks; Realize NAV,221.438,35174000.0,7.9,DOCV /ID 0000904853-20-000004,NI COMPANY:PFX@US 'Howard M',Start: 2020-07-17. UTC: 2020-07-17T18:31:07.000Z,PFX US Equity,17/07/2020 0:00,21/08/2020 0:00,2020.0,8.0,21.0,Financials,Asset Management,Success,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Occasional Activist,2778746.0,2.214651,219.029,214.4735,187.926474
2123,225134646,Universal Security Instruments Inc,UUU US,#N/A Field Not Applicable,Activist Investing LLC,16/07/2020 0:00,2/12/2020,2020,4,23,02/12/2020 0:00,1: Strategic Review,204.902,2359100.0,9.9,DOCV /ID 0001213900-20-017618,NI COMPANY:UUU@US 'Activist Investing',Start: 2020-07-16. UTC: 2020-07-16T14:04:57.000Z,UUU US Equity,16/07/2020 0:00,2/12/2020,2020.0,12.0,2.0,Industrials,Electrical Equipment,Unsuccessful,North America,United States,UNITED STATES OF AMERICA,MD,No Proxy Fight,Closed - Activist Stake Sold,Core Activist,233550.9,25.4902,476.4706,142.96875,204.902
2126,225134646,Wheeler Real Estate Investment Trust Inc,WHLR US,#N/A Field Not Applicable,Steamboat Capital Partners LLC,6/7/2020,18/09/2023 0:00,2020,4,30,18/09/2023 0:00,1: Board Representation,-79.68421,18419100.0,12.0,DOCV /ID 0001213900-20-016715,NI COMPANY:WHLR@US 'Steamboat',Start: 2020-07-06. UTC: 2020-07-06T18:30:30.000Z,WHLR US Equity,06/07/2020 0:00,18/09/2023 0:00,2023.0,9.0,18.0,Real Estate,REIT,Unsuccessful,North America,United States,UNITED STATES OF AMERICA,MD,No Proxy Fight,Closed - Activist Stake Sold,Occasional Activist,2210292.0,0.263158,115.7895,-79.73753,-39.202872
2130,225134646,Leaf Group Ltd,LEAF US,DMD,Penderfund Capital Management Ltd,29/06/2020 0:00,12/1/2021,2020,5,4,12/01/2021 0:00,Discussions only,27.97619,89745200.0,5.77,DOCV /ID 0001176256-20-000241,NI COMPANY:LEAF@US 'Penderfund',Start: 2020-06-29. UTC: 2020-06-29T10:03:05.000Z,LEAF US Equity,29/06/2020 0:00,12/1/2021,2021.0,1.0,12.0,Communications,Internet Media & Services,Not Applicable,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Occasional Activist,5178298.04,6.845238,152.6786,19.77716,27.97619
2131,225134646,Luckin Coffee Inc,LKNCY US,LKNCY,Haode Investment Inc,26/06/2020 0:00,5/7/2021,2020,5,4,05/07/2021 0:00,1: Remove Director/Withhold Votes,804.3478,349342700.0,37.2,NSN QCJVM33RXUKH,NI COMPANY:LKNCY@US 'Haode Investment',Start: 2020-06-26. UTC: 2020-06-26T20:30:03.810Z,LKNCY US Equity,29/06/2020 0:00,5/7/2021,2021.0,7.0,5.0,Consumer Discretionary,Leisure Facilities & Services,Success,North America,United States,CAYMAN ISLANDS,,No Proxy Fight,Closed - Activist Stake Sold,Occasional Activist,96060592.8,11.5942,569.5652,710.3896,772.708376
2132,225134646,CoreLogic Inc/United States,CLGX TL B 1L USD,CLGX,Senator Investment Group LP and Cannae Holdings Inc,26/06/2020 0:00,4/2/2021,2020,5,4,04/02/2021 0:00,4: Acquire Company; Remove Director/Withhold Votes; Board Control; Strategic Review,56.01126,4203245300.0,15.0,NSN QCJ800MEQTXK,NI COMPANY:CLGX@US 'Senator',Start: 2020-06-26. UTC: 2020-06-26T12:00:00.231Z,CLGX US Equity,26/06/2020 0:00,4/2/2021,2021.0,2.0,4.0,Technology,Technology Services,Partial Success,North America,United States,UNITED STATES OF AMERICA,DE,Proxy Fight,Closed - Activist Stake Sold,Secondary Focus,630486795.0,28.3771,53.13555,21.52577,56.01126
2135,225134646,Leaf Group Ltd,LEAF US,DMD,"Osmium Partners LLC, Boyle Capital Management LLC, Peak6 Investments LLC, Oak Management Corp, Generation Capital Partners LLC, Spectrum Equity Investors LP",22/06/2020 0:00,7/1/2021,2020,5,7,08/01/2021 0:00,6: Declassify Board; Break Up; Management Changes; Strategic Review; Sale of Company; Board Representation,55.87189,75054700.0,40.1,DOCV /ID 0001062993-20-002959,NI COMPANY:LEAF@US 'Osmium',Start: 2020-06-22. UTC: 2020-06-22T21:17:17.000Z,LEAF US Equity,23/06/2020 0:00,7/1/2021,2021.0,1.0,7.0,Communications,Internet Media & Services,Unsuccessful,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Secondary Focus,30096934.7,8.540925,202.1352,43.60656,55.87189
2136,225134646,Spok Holdings Inc,SPOK US,SPOK,White Hat Capital Partners LP,18/06/2020 0:00,,2020,5,7,19/06/2021 0:00,Stake Only: 1 Board Seat Granted,14.15681,178078800.0,1.68,NSN QC51L0MEQTXI,NI COMPANY:SPOK@US 'White Hat',Start: 2020-06-18. UTC: 2020-06-18T20:15:00.206Z,SPOK US Equity,19/06/2020 0:00,,,,,Communications,Telecommunications,Not Applicable,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Secondary Focus,2991723.84,-0.426894,14.15681,14.64623,14.15681
2137,225134646,Collectors Universe Inc,CLCT US,COLLEU,Alta Fox Capital Management LLC,18/06/2020 0:00,5/2/2021,2020,5,7,05/02/2021 0:00,4: Board Control; Sale of Company; Strategic Review; Oppose Merger (Target),240.461,251966200.0,5.4,NSN QC4GDLT0G1L4,NI COMPANY:CLCT@US 'Alta Fox',Start: 2020-06-18. UTC: 2020-06-18T15:58:52.037Z,CLCT US Equity,18/06/2020 0:00,5/2/2021,2021.0,2.0,5.0,Industrials,Commercial Support Services,Success,North America,United States,UNITED STATES OF AMERICA,DE,Proxy Fight,Closed - Activist Stake Sold,Secondary Focus,13606174.8,8.940397,240.461,212.5204,240.461
2138,225134646,Nam Tai Property Inc,NTPIF US,#N/A Field Not Applicable,Railroad Ranch Capital Management LLC,16/06/2020 0:00,30/11/2021 0:00,2020,5,11,16/06/2022 0:00,2: Other (Add independent directors); Support 3rd Party Activist,-30.67434,234882500.0,4.5,NSN QC0TYR3MMTC1,NI COMPANY:NTPIF@US 'Railroad Ranch',Start: 2020-06-16. UTC: 2020-06-16T13:40:03.839Z,NTPIF US Equity,16/06/2020 0:00,30/11/2021 0:00,2021.0,11.0,30.0,Real Estate,Real Estate Owners & Developers,Success,North America,United States,BRITISH VIRGIN,,No Proxy Fight,Closed - Activist Stake Sold,Secondary Focus,10569712.5,7.730263,390.625,-35.64885,-16.737968
2139,225134646,Nikola Corp,NIKOLA,#N/A Invalid Security,ValueAct Capital Management LLC,15/06/2020 0:00,,2020,5,13,04/08/2020 0:00,Stake Only 13D: 1 Board Seat Granted,-42.99134,24588422100.0,5.6,DOCV /ID 0001418812-20-000053,NI COMPANY:NKLA@US 'ValueAct',Start: 2020-06-15. UTC: 2020-06-15T21:19:42.000Z,NKLA US Equity,16/06/2020 0:00,,,,,Industrials,Transportation Equipment,Not Applicable,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Core Activist,1376951638.0,-7.632467,-76.86775,-38.28063,-42.99134
2145,225134646,Enviva Partners LP,EVA 6 1/2 01/15/26,EVA,ValueAct Capital Management LLC,5/6/2020,18/06/2020 0:00,2020,5,19,04/08/2020 0:00,Discussions only,12.01606,1171811200.0,7.5,DOCV /ID 0001418812-20-000044,NI COMPANY:EVA@US 'ValueAct',Start: 2020-06-05. UTC: 2020-06-05T20:32:12.000Z,EVA US Equity,08/06/2020 0:00,18/06/2020 0:00,2020.0,6.0,18.0,Energy,Renewable Energy,Not Applicable,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Core Activist,87885840.0,0.860338,48.56235,11.06056,12.01606
2149,225134646,58.com Inc,WUBA US,#N/A Field Not Applicable,Coronation Fund Managers Ltd,29/05/2020 0:00,18/09/2020 0:00,2020,5,22,18/09/2020 0:00,1: Oppose Merger (Target),16.46519,7190493100.0,3.7,NSN QB3INRT0AFB5,NI COMPANY:WUBA@US 'Coronation',Start: 2020-05-29. UTC: 2020-05-29T13:59:35.225Z,WUBA US Equity,29/05/2020 0:00,18/09/2020 0:00,2020.0,9.0,18.0,Communications,Internet Media & Services,Unsuccessful,North America,United States,CAYMAN ISLANDS,,No Proxy Fight,Closed - Activist Stake Sold,Occasional Activist,225898860.2,0.062526,16.46519,16.39242,16.46519
2150,225134646,GAIN Capital Holdings Inc,GCAP US,GCAP,Neustrada Capital LLC,28/05/2020 0:00,30/07/2020 0:00,2020,5,27,30/07/2020 0:00,2: Support 3rd Party Activist; Oppose Merger (Target),-2.396811,236273800.0,1.0,NSN QB245BDWRGG7,NI COMPANY:GCAP@US 'Neustrada',Start: 2020-05-28. UTC: 2020-05-28T19:43:59.452Z,GCAP US Equity,28/05/2020 0:00,30/07/2020 0:00,2020.0,7.0,30.0,Financials,Asset Management,Unsuccessful,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Occasional Activist,2362738.0,0.32,-2.396811,-2.708145,-2.396811
2151,225134646,Geospace Technologies Corp,GEOSPACE TECHNOLOGIES,#N/A Invalid Security,Nierenberg Investment Management Co Inc,27/05/2020 0:00,26/08/2020 0:00,2020,5,27,26/08/2020 0:00,Discussions only,-8.528198,99344500.0,5.1,DOCV /ID 0001013594-20-000520,NI COMPANY:GEOS@US 'Nierenberg',Start: 2020-05-27. UTC: 2020-05-27T21:16:20.000Z,GEOS US Equity,28/05/2020 0:00,26/08/2020 0:00,2020.0,8.0,26.0,Energy,Oil & Gas Services & Equip,Not Applicable,North America,United States,UNITED STATES OF AMERICA,TX,No Proxy Fight,Closed - Activist Stake Sold,Secondary Focus,5066569.5,12.24209,12.24209,-18.5049,-8.528198
2154,225134646,Nam Tai Property Inc,NTPIF US,#N/A Field Not Applicable,Iszo Capital Management LP,27/05/2020 0:00,30/11/2021 0:00,2020,5,27,,6: Board Representation; Strategic Review; Sale of Company; Cost Cutting; Break Up; Board Control,17.28395,156459600.0,9.8,NSN QAZON23MSFLS,NI COMPANY:NTPIF@US 'Iszo',Start: 2020-05-27. UTC: 2020-05-27T12:13:50.660Z,NTPIF US Equity,27/05/2020 0:00,30/11/2021 0:00,2021.0,11.0,30.0,Real Estate,Real Estate Owners & Developers,Success,North America,United States,BRITISH VIRGIN,,Proxy Fight,"Open - Stake Open, Hostilities Ended",Occasional Activist,15333040.8,34.32099,544.9383,-12.68382,4.361789
2157,225134646,Front Yard Residential Corp,FRONT YARD RESIDENTIAL,#N/A Review,Altisource Portfolio Solutions SA,21/05/2020 0:00,20/10/2020 0:00,2020,6,1,20/10/2020 0:00,5: Other (Demanded books and records for inspection); Remove Director/Withhold Votes; Strategic Review; Support 3rd Party Activist; Liquidation,93.20809,374457600.0,5.9,DOCV /ID 0001462418-20-000038,NI COMPANY:1960363D@US 'Altisource',Start: 2020-05-21. UTC: 2020-05-21T20:42:22.000Z,1960363D US Equity,22/05/2020 0:00,20/10/2020 0:00,2020.0,10.0,20.0,Real Estate,REIT,Partial Success,North America,United States,UNITED STATES OF AMERICA,MD,No Proxy Fight,Closed - Activist Stake Sold,Occasional Activist,22092998.4,1.156069,134.5376,91.0,93.20809
2158,225134646,PolarityTE Inc,1474406D US,#N/A Field Not Applicable,Gatemore Capital Management LLC,21/05/2020 0:00,2/2/2022,2020,6,2,02/02/2022 0:00,4: Declassify Board; Other (Seeks Access To PolarityTE Books); Strategic Review; Other (Curb Board right to approve equity issuances without the consent of the stockholders),-41.53849,32078600.0,6.5,DOCV /ID 0000902664-20-002171,NI COMPANY:RGTPQ@US 'Gatemore',Start: 2020-05-21. UTC: 2020-05-21T12:31:05.000Z,RGTPQ US Equity,21/05/2020 0:00,2/2/2022,2022.0,2.0,2.0,Health Care,Biotech & Pharma,Partial Success,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Core Activist,2085109.0,4.316547,35.49161,-43.95758,-27.021416
2159,225134646,PolarityTE Inc,1474406D US,#N/A Field Not Applicable,Michael Brauser and Peter Thomas Benz,20/05/2020 0:00,4/8/2020,2020,6,2,04/08/2020 0:00,2: Board Representation; Other (Books and records be made available),91.96587,32459400.0,5.0,DOCV /ID 0001654954-20-005827,NI COMPANY:RGTPQ@US 'Michael',Start: 2020-05-20. UTC: 2020-05-20T19:09:13.000Z,RGTPQ US Equity,20/05/2020 0:00,4/8/2020,2020.0,8.0,4.0,Health Care,Biotech & Pharma,Unsuccessful,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Occasional Activist,1622970.0,-1.173125,29.16222,94.24461,91.96587
2160,225134646,Watford Holdings Ltd,1990121D US,WTRE,Capital Returns Management LLC,19/05/2020 0:00,19/05/2021 0:00,2020,6,4,01/07/2021 0:00,4: Strategic Review; Sale of Company; Return Capital/Buybacks; Realize NAV,180.5934,247990600.0,2.26,NSN QAKUOH3MSFLS,NI COMPANY:1990121D@US 'Capital Returns',Start: 2020-05-19. UTC: 2020-05-19T12:00:17.920Z,1990121D US Equity,19/05/2020 0:00,19/05/2021 0:00,2021.0,5.0,19.0,Financials,Insurance,Success,North America,United States,BERMUDA,,No Proxy Fight,Closed - Activist Stake Sold,Secondary Focus,5604587.56,0.721732,179.4707,178.5828,151.682838
2172,225134646,Intelsat SA,1991211D LX,#N/A Field Not Applicable,Cyrus Capital Partners LP,4/5/2020,16/12/2021 0:00,2020,6,22,22/02/2022 0:00,"3: Other (Prevent Bankruptcy Filings); Other (Release Parent Guarantees); Other (Create a new subsidiary - ""ClearingCo"")",-99.73451,160556900.0,7.6,DOCV /ID 0001011438-20-000128,NI COMPANY:INTEQ@US 'Cyrus Capital',Start: 2020-05-04. UTC: 2020-05-04T21:19:04.000Z,INTEQ US Equity,05/05/2020 0:00,16/12/2021 0:00,2021.0,12.0,16.0,Communications,Telecommunications,Unsuccessful,North America,United States,LUXEMBOURG,,No Proxy Fight,Closed - Activist Stake Sold,Occasional Activist,12202324.4,-2.654867,-68.58407,-99.72727,-96.275306
2173,225134646,58.com Inc,WUBA US,#N/A Field Not Applicable,Carmignac Gestion SA,4/5/2020,18/09/2020 0:00,2020,6,26,18/09/2020 0:00,1: Oppose Merger (Target),9.290045,7662566000.0,3.8,NSN Q9TCXBT1UM1X,NI COMPANY:WUBA@US 'Carmignac',Start: 2020-05-04. UTC: 2020-05-04T15:41:59.936Z,WUBA US Equity,04/05/2020 0:00,18/09/2020 0:00,2020.0,9.0,18.0,Communications,Internet Media & Services,Unsuccessful,North America,United States,CAYMAN ISLANDS,,No Proxy Fight,Closed - Activist Stake Sold,Occasional Activist,247235858.4,-0.254254,9.290045,9.568627,9.290045
